id,title,authors,journal,year,source
1368,"graph convolutional network enabled two-stream learning architecture for diabetes classification based on flash glucose monitoring data,","yicun liu, wei liu, haorui chen, xiaoling cai, rui zhang, zhe an, dawei shi, linong ji,","biomedical signal processing and control,",2021,sciencedirect
1369,"automatic diagnosis of glaucoma using two-dimensional fourier-bessel series expansion based empirical wavelet transform,","pradeep kumar chaudhary, ram bilas pachori,","biomedical signal processing and control,",2021,sciencedirect
1370,"nirs measures in pain and analgesia: fundamentals, features, and function","karunakaran k.d., peng k., berry d., green s., labadie r., kussman b., borsook d.",neuroscience and biobehavioral reviews,2021,scopus
1371,"automated, scalable and generalizable deep learning for tracking cortical spreading depression using eeg","chamanzar a., liu x., jiang l.y., vogt k.a., moura j.m.f., grover p.","international ieee/embs conference on neural engineering, ner",2021,scopus
1372,machine learning and deep learning in real-time applications,"mahrishi m., hiran k.k., meena g., sharma p.",machine learning and deep learning in real-time applications,2020,scopus
1373,structural and functional imaging markers for susceptibility to psychosis,"andreou c., borgwardt s.",molecular psychiatry,2020,scopus
1374,manifold trial selection to reduce negative transfer in motor imagery-based brain-computer interface,"liang z., zheng z., chen w., wang j., zhang j., chen j., chen z.",ieee international conference on intelligent robots and systems,2021,scopus
1375,three-level distributed real-time monitoring of construction near underground infrastructure using a combined intelligent method,"zhou b., gui y., wang x., xie x.",sensors,2022,scopus
1376,toward a unified framework for interpreting machine-learning models in neuroimaging,"kohoutová l., heo j., cha s., lee s., moon t., wager t.d., woo c.-w.",nature protocols,2020,scopus
1377,computer-aided diagnosis system of fetal hypoxia incorporating recurrence plot with convolutional neural network,"zhao z., zhang y., comert z., deng y.",frontiers in physiology,2019,scopus
1378,wearable sensor-based human activity recognition in the smart healthcare system,"serpush f., menhaj m.b., masoumi b., karasfi b.",computational intelligence and neuroscience,2022,scopus
1379,neurodevelopmental insights into circuit dysconnectivity in schizophrenia,"nath m., wong t.p., srivastava l.k.",progress in neuro-psychopharmacology and biological psychiatry,2021,scopus
1380,automatic detection of ischemic stroke using higher order spectra features in brain mri images,"rajendra acharya u., meiburger k.m., faust o., en wei koh j., lih oh s., ciaccio e.j., subudhi a., jahmunah v., sabut s.",cognitive systems research,2019,scopus
1381,survey on human behavior recognition using affective computing,"jadhav n., sugandhi r.","proceedings - 2018 ieee global conference on wireless computing and networking, gcwcn 2018",2019,scopus
1382,building an open source classifier for the neonatal eeg background: a systematic feature-based approach from expert scoring to clinical visualization,"moghadam s.m., pinchefsky e., tse i., marchi v., kohonen j., kauppila m., airaksinen m., tapani k., nevalainen p., hahn c., tam e.w.y., stevenson n.j., vanhatalo s.",frontiers in human neuroscience,2021,scopus
1383,ensemble convolutional neural networks with support vector machine for epilepsy classification based on multi-sequence of magnetic resonance images,"santoso i.b., adrianto y., sensusiati a.d., wulandari d.p., purnama i.k.e.",ieee access,2022,scopus
1384,"brain network mechanisms of visual shape completion,","brian p. keane, deanna m. barch, ravi d. mill, steven m. silverstein, bart krekelberg, michael w. cole,","neuroimage,",2021,sciencedirect
1385,the genetic-evolutionary random support vector machine cluster analysis in autism spectrum disorder,"bi x.a., liu y., sun q., luo x., tan h., chen j., zeng n.",ieee access,2019,scopus
1386,densenet-201-based deep neural network with composite learning factor and precomputation for multiple sclerosis classification,"wang s.-h., zhang y.-d.","acm transactions on multimedia computing, communications and applications",2020,scopus
1387,towards effective deep transfer via attentive feature alignment,"xie z., wen z., wang y., wu q., tan m.",neural networks,2021,scopus
1388,a deep learning approach for mild depression recognition based on functional connectivity using electroencephalography,"li x, la r, wang y, hu b, zhang x.",front neurosci,2020,pubmed
1389,towards classifying epileptic seizures using entropy variants,"waqar h., xiang j., zhou m., hu t., ahmed b., shapor s.h., iqbal m.s., raheel m.","proceedings - 5th ieee international conference on big data service and applications, bigdataservice 2019, workshop on big data in water resources, environment, and hydraulic engineering and workshop on medical, healthcare, using big data technologies",2019,scopus
1390,mobile-aided screening system for proliferative diabetic retinopathy,"boukadida r., elloumi y., akil m., bedoui m.h.",international journal of imaging systems and technology,2021,scopus
1391,hyperspectral anomaly detection via spatial density background purification,"tu b., li n., liao z., ou x., zhang g.",remote sensing,2019,scopus
1392,locked in syndrome machine learning classification using sentence comprehension eeg data,daniël van den corput,preprints,2020,arxiv
1393,"a decision support system for automatic sleep staging from hrv using wavelet packet decomposition and energy features,","du-yan geng, jie zhao, chen-xu wang, qi ning,","biomedical signal processing and control,",2020,sciencedirect
1394,measurement method of human lower limb joint range of motion through human-machine interaction based on machine vision,"wang x., liu g., feng y., li w., niu j., gan z.",frontiers in neurorobotics,2021,scopus
1395,a cross-disciplinary comparison of multimodal data fusion approaches and applications: accelerating learning through trans-disciplinary information sharing,"bokade r., navato a., ouyang r., jin x., chou c.-a., ostadabbas s., mueller a.v.",expert systems with applications,2021,scopus
1396,automatic detection of lung cancer from biomedical data set using discrete adaboost optimized ensemble learning generalized neural networks,"shakeel p.m., tolba a., al-makhadmeh z., jaber m.m.",neural computing and applications,2020,scopus
1397,detection of brain tumors from mri images base on deep learning using hybrid model cnn and nade,"hashemzehi r., mahdavi s.j.s., kheirabadi m., kamel s.r.",biocybernetics and biomedical engineering,2020,scopus
1398,human gait recognition: a single stream optimal deep learning features fusion,"saleem f., khan m.a., alhaisoni m., tariq u., armghan a., alenezi f., choi j.-i., kadry s.",sensors,2021,scopus
1399,toward neurosubtypes in autism,"hong s.-j., vogelstein j.t., gozzi a., bernhardt b.c., yeo b.t.t., milham m.p., di martino a.",biological psychiatry,2020,scopus
1400,minimal adversarial perturbations in mobile health applications: the epileptic brain activity case study,aminifar a.,"icassp, ieee international conference on acoustics, speech and signal processing - proceedings",2020,scopus
1401,"functional mri in major depressive disorder: a review of findings, limitations, and future prospects","pilmeyer j., huijbers w., lamerichs r., jansen j.f.a., breeuwer m., zinger s.",journal of neuroimaging,2022,scopus
1402,the subcortical belly of sleep: new possibilities in neuromodulation of basal ganglia?,"hasegawa h., selway r., gnoni v., beniczky s., williams s.c.r., kryger m., ferini-strambi l., goadsby p., leschziner g.d., ashkan k., rosenzweig i.",sleep medicine reviews,2020,scopus
1403,forecasting risk of crop disease with anomaly detection algorithms,skelsey p.,phytopathology,2021,scopus
1404,a computer-aided diagnosis of multiple sclerosis based on mfvep recordings,"de santiago l., sánchez morla e.m., ortiz m., lópez e., usanos c.a., alonso-rodríguez m.c., barea r., cavaliere-ballesta c., fernández a., boquete l.",plos one,2019,scopus
1405,towards classifying cognitive performance by sensing electrodermal activity in children with specific learning disorders,"rico-olarte c., lópez d.m., becker l., eskofier b.",ieee access,2020,scopus
1406,deep-learning-based detection of infants with autism spectrum disorder using auto-encoder feature representation,"lee j.h., lee g.w., bong g., yoo h.j., kim h.k.",sensors (switzerland),2020,scopus
1407,multi-modal neuroimaging feature fusion via 3d convolutional neural network architecture for schizophrenia diagnosis,"masoudi b., daneshvar s., razavi s.n.",intelligent data analysis,2021,scopus
1408,deep neural network predicts emotional responses of the human brain from functional magnetic resonance imaging,"kim h.-c., bandettini p.a., lee j.-h.",neuroimage,2019,scopus
1409,towards interpretable machine learning in eeg analysis,"mortaga m, brenner a, kutafina e.",stud health technol inform,2021,pubmed
1410,"detection of heart valve disorders from pcg signals using tqwt, fa-mvemd, shannon energy envelope and deterministic learning","zeng w., lin z., yuan c., wang q., liu f., wang y.",artificial intelligence review,2021,scopus
1411,using scalp eeg and intracranial eeg signals for predicting epileptic seizures: review of available methodologies,"usman sm, khalid s, akhtar r, bortolotto z, bashir z, qiu h.",seizure,2019,pubmed
1412,research on position recognition system of gantry hoisting based on machine vision,"guo j., qin y., wu h., jiang x.",integrated ferroelectrics,2021,scopus
1413,an effective and lightweight deep electrocardiography arrhythmia recognition model using novel special and native structural regularization techniques on cardiac signal,"ullah h., bin heyat m.b., alsalman h., khan h.m., akhtar f., gumaei a., mehdi a., muaad a.y., islam m.s., ali a., bu y., khan d., pan t., gao m., lin y., lai d.",journal of healthcare engineering,2022,scopus
